7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
-44,7
7,-44
7,-44
7,-44
7,-44
7,-44
1,1
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
1,1
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
10,-33
10,-33
10,-33
10,-33
10,-40
10,-40
20,-30
20,-30
-127,-156
-88,-76
0,0
0,0
-36,-37
-36,-37
-94,-37
-94,-37
-7,-37
-7,-37
-7,-37
-7,-37
-7,-37
-7,-37
-18,-39
-18,-39
-18,-39
1,1
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
1,1
-35,-37
-35,-37
7,-44
15,-35
15,-35
1,1
1,1
-25,-39
-25,-39
0,0
0,0
1,1
1,1
1,1
1,1
1,1
1,1
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
11,-39
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
4,4
1,-39
1,-39
1,-39
1,-39
1,-39
13,-37
13,-37
13,-37
13,-37
13,-37
13,-37
13,-37
13,-37
13,-37
13,-37
13,-37
13,-37
13,-37
13,-37
13,-37
13,-37
18,-35
18,-35
18,-35
18,-35
18,-35
18,-35
18,-35
18,-35
18,-35
18,-35
18,-35
18,-35
18,-35
18,-35
18,-35
18,-35
1,1
1,1
50,50
10,10
-7,-37
-7,-37
-7,-37
1,1
1,1
1,1
1,1
1,1
5,5
12,-38
-7,-37
-7,-37
-7,-37
-7,-37
-7,-37
-7,-37
1,1
1,1
1,1
12,-38
12,-38
0,0
1,1
1,1
1,1
1,1
1,1
1,1
17,-35
-7,-37
-7,-37
-7,-37
-7,-37
-7,-37
-7,-37
-7,-37
-7,-37
-7,-37
-7,-37
7,-44
1,1
1,1
1,1
