6,1
-1,0
1,-25
-11,-24
1,-54
2,-54
2,-17
0,-16
8,-23
7,-23
11,-5
6,-5
11,-5
6,-5
6,-32
-7,-32
-24,-92
-16,-97
-35,-90
-16,-107
-15,-31
-16,-33
1,-48
-29,-57
-15,-52
-14,-52
-8,-43
-27,-42
-2,-48
-7,-69
-6,-81
-15,-52
-6,-51
-24,-52
-4,-63
-8,-41
-4,-73
-11,-43
-20,-65
-32,-47
-10,-55
-62,-56
7,-46
-14,-55
-24,-104
-16,-57
-8,-53
-22,-57
-43,-111
-44,-55
-64,-85
-57,-65
-34,-82
-20,-85
-73,-78
-18,-124
-18,-46
-45,-46
-21,-101
-26,-96
-49,-47
-40,-47
-26,-42
-16,-42
-37,-58
-35,-59
-39,-37
-40,-44
-43,-118
-55,-77
-36,-115
-38,-76
-39,-77
-30,-174
-16,-78
-44,-77
-31,-49
-17,-49
-18,-54
-111,-54
-19,-56
-31,-46
-23,-68
-57,-69
-2,-62
-18,-70
-41,-53
-25,-48
-35,-72
-35,-71
-54,-41
-3,-39
-63,-59
-41,-59
-90,-146
-94,-117
-57,-97
-29,-117
-31,-133
-98,-149
-118,-117
-60,-100
-30,-103
-40,-69
-35,-102
-20,-124
-31,-123
-14,-85
-34,-83
-20,-86
-90,-87
-3,-31
-1,-45
-25,-34
0,-14
-128,-84
-9,-33
-19,-29
-31,-35
-20,-16
-3,-9
-21,-34
-16,-42
-73,-42
-15,-20
-1,-35
-32,-41
-93,-71
-100,-77
0,-25
-34,-36
-30,-56
-44,-76
-18,-53
-93,-138
-51,-49
-68,-59
-48,-44
-36,-51
-6,-23
-146,-235
-190,-258
-109,-171
-110,-177
-52,-151
-3,-32
-47,-62
-33,-50
-30,-54
-9,-43
-5,-33
-37,-57
-16,-22
-52,-36
-35,-27
-3,-50
-319,-470
-310,-364
-47,-66
-93,-54
-58,-81
-78,-55
-140,-96
-130,-226
-27,-70
-146,-198
-14,-47
-12,-49
-9,-48
-15,-45
-2,-36
-24,-67
-25,-64
-25,-65
-25,-67
-24,-80
-25,-66
-85,-110
-48,-103
-79,-105
-46,-65
-125,-107
-67,-151
-24,-62
-16,-36
-77,-220
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,-44
7,-44
7,-44
7,-44
0,0
0,0
0,0
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
0,0
0,0
0,0
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
0,0
0,0
0,0
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
0,0
0,0
0,0
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
0,0
0,0
0,0
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
0,0
0,0
0,0
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
0,0
0,0
0,0
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
0,0
0,0
0,0
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
0,0
0,0
0,0
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
7,-44
0,0
0,0
0,0
7,-44
7,-44
7,-44
-40,-74
-70,-56
-82,-94
-91,-97
-57,-98
-83,-99
-27,-96
7,-44
7,-44
7,-44
7,-44
0,0
0,0
0,0
7,-44
7,-44
7,-44
